,Ctrl-1,Ctrl-2,SHED-1,SHED-2
Hspg2,0.193285488027245,0.166053704044797,0.199491649664316,0.177721357920352
Nit1,0.147323509873613,0.186104542631484,0.180835424678639,0.182907609706396
Cltc,0.16903644522615,0.162948391056803,0.194041615497634,0.173056185730021
Fah,0.168535668217212,0.168469639302925,0.187110697069914,0.179887336922791
Ric8a,0.167461729646249,0.203510696794584,0.0886884706188214,0.174022360518212
Ces1d,0.166671014579806,0.169227519795489,0.210636317653418,0.154295411824154
Lrrc59,0.218740646007851,0.192139714686887,0.135972457051256,0.2079743083757
Lman1,0.181042950393256,0.178512693128479,0.120531324929531,0.19798214339218
Rab1a,0.174239521032834,0.176899950676464,0.142887678658771,0.184963607172182
Rpl7,0.177448768841158,0.185726953335683,0.114408552428193,0.197539413545099
Atp5d,0.155607473920076,0.179722257074512,0.21091592528866,0.1637350986421
Ak4,0.148116176228144,0.147274825678527,0.184010713345745,0.158943105773141
Psma4,0.216202017921493,0.1687796019145,0.18189871900585,0.164323839927185
Aldh1l1,0.15848857042319,0.161079461059704,0.218676740998788,0.163790455951133
Tufm,0.170559197531911,0.160549614597563,0.18612648918781,0.169430471756976
Scly,0.183133359130194,0.168974917682514,0.182453584899299,0.181185780642286
Rps27a,0.182958505448058,0.184301562427813,0.173745370051623,0.168348250481784
Hsd17b13,0.190630071896103,0.183782971319652,0.177326442296566,0.165829461862227
Maob,0.177472732755141,0.169900219191491,0.143017171471993,0.174621151731517
Gcsh,0.151406989772416,0.155215863248268,0.197401432431804,0.163674135737977
Cyb5a,0.185443878832231,0.163336426380311,0.1790256294301,0.168005617906917
Cisd1,0.192645659274176,0.180882396546714,0.144097898583102,0.176406261231182
Larp1,0.213288827868908,0.191506238035942,0.149231318486568,0.201190330355308
Vmn2r75,0.136651767458191,0.155993795865835,0.198648939755073,0.163956107370825
Eef1a1,0.194398154997896,0.184319021432658,0.195912667582294,0.158647310034046
Cyp2c54,0.174811131213956,0.175539482909826,0.164085458937797,0.145464711748958
Serpinb1a,0.206046835217598,0.183185383720756,0.169280016526925,0.13447718856375
Rps17,0.159327008545846,0.163987923612086,0.174657259869781,0.17918302979231
Eif4g1,0.186624941060799,0.182458845808502,0.164521307039063,0.17605950064105
Atox1,0.151388836787422,0.168623088139634,0.178828416404677,0.183707267140552
Cox6c,0.182717653526443,0.167688435789816,0.115544886422721,0.185709600073397
Rps29,0.198644301735175,0.18949248811974,0.134992470211641,0.19484513613873
Pabpc1,0.161540890385493,0.166576516276632,0.173897837697054,0.179628963584069
Mup9,0.178545411559471,0.141537148683985,0.150012914331606,0.422627767364377
Hagh,0.17345792793747,0.179998058044281,0.171277506605053,0.161790088947762
Echs1,0.169855738927708,0.162298454321091,0.190041869634622,0.159560279181633
Rdh7,0.179348103524202,0.170616052687801,0.146888600944442,0.166595482167062
Snrpd3,0.182058323493286,0.169815580471881,0.160016887815234,0.211035573249277
Anxa7,0.17304719126778,0.157385510104228,0.140122077235398,0.164171271090473
Ddost,0.17862160762526,0.166243372838615,0.159076014024744,0.182645798322124
H2ac19,0.16731754230661,0.184812179307759,0.132679432430339,0.165719695704422
Rpl18,0.177131357028549,0.180737287515636,0.129436418996753,0.194770343721552
Serpina3k,0.161699138114192,0.161486538423274,0.18061983332569,0.175378678213728
Mmut,0.213939454814531,0.171977578899529,0.171385999492759,0.167063823910238
Ces1g,0.160158232011814,0.19116487399737,0.208404820558955,0.17014950540524
Nqo2,0.15859709647893,0.162863230919733,0.220289326233857,0.153990398954667
Ndrg2,0.170306468157473,0.159444339635521,0.186848589173271,0.171452522467083
Actn1,0.184333119724178,0.167105936112579,0.164663190510515,0.166700842251845
Selenbp1,0.163675036244668,0.169535098906018,0.206772841727709,0.155063120107232
Cpt1a,0.179635054541714,0.177572920000016,0.12941344858301,0.18205930200985
Ndufa12,0.146070813555345,0.156357641279773,0.223735892360737,0.148838945167775
Gcdh,0.166989923363423,0.165757657314622,0.189584199851933,0.175523146969782
Ppp2r1a,0.164368320172012,0.148115636319905,0.176236641664664,0.173261501697099
Psma1,0.171963129609866,0.177557671537266,0.177615395516068,0.166080664170355
Nadk2,0.162400900543788,0.191315327889845,0.156976045623214,0.175134733684853
Cryz,0.159759913285185,0.172340966976273,0.186491918712982,0.165008249478596
Actg1,0.174752062454519,0.160287753940542,0.182817749730508,0.172447474966111
Lactb2,0.185751697678295,0.168542112480874,0.171689333574031,0.17595445667279
Slc25a15,0.183334713879479,0.169176959617505,0.172411692025163,0.178541208828335
H3c4,0.217953926005378,0.198006204166276,0.0933764196317346,0.175504359700119
Ivd,0.177838762087732,0.16176195141455,0.192714337357348,0.15889162639489
Amdhd1,0.181380242563762,0.166587252808779,0.191114205534269,0.160541103569274
Lmnb1,0.185461707195704,0.181682083497817,0.155277292050695,0.170038938082652
Cct7,0.166509643765879,0.155777247212627,0.188531952385994,0.178632705955544
Psmb7,0.154849656745699,0.150616470599054,0.219510180951251,0.150331527463389
Cmbl,0.174312561250799,0.185515859387971,0.173078733907115,0.16351038949406
Slc27a2,0.183028135547876,0.163866480292241,0.132211512675744,0.188744441902633
Fkbp2,0.172085965576277,0.169684384103188,0.156951440797878,0.173705581586734
Sult1a1,0.15332469289937,0.15933397682184,0.194474467359376,0.173357465739059
Ttc36,0.174261642222657,0.161078311295118,0.170913776813424,0.139168427000344
Cyb5r3,0.170148413935372,0.173578880494392,0.164335080938597,0.179409921682174
Myo5a,0.202580539399168,0.205233209506833,0.153955948902122,0.137032484928341
Cyp2d26,0.174596511331527,0.168289495927264,0.160310208483765,0.176494433338679
Fech,0.16312390167565,0.168797019491001,0.176773790908379,0.170647646737379
Suclg1,0.168211121778709,0.168577101314878,0.178822451032147,0.166946784389602
A0A0R4IZW8,0.152673597224556,0.14910110357536,0.164042435302013,0.181823785383194
Ahcyl,0.164042706787624,0.157954856498832,0.207505006975271,0.160252715180338
Fabp5,0.155766410128951,0.166839232341509,0.197544498496057,0.17166751903764
Hnrnpab,0.182367059650533,0.183717025626001,0.165192386629204,0.139788598358372
Mpst,0.190587437229391,0.178145634049549,0.189859609459269,0.170897084578862
Ptms,0.17192236027875,0.226727337533859,0.236354932918106,0.180685103976921
Phb2,0.181518821209016,0.172700096502873,0.167924133293745,0.161346720178966
Bphl,0.168191617628736,0.160781640183808,0.1936632031264,0.16560483450863
Iah1,0.139701085917224,0.166069712177716,0.19421889395134,0.160913264136377
Fdps,0.173814419378645,0.182449122575942,0.17706521795064,0.171792470352435
Tuba4a,0.148480290033607,0.176696170605803,0.170676149330095,0.17294312883215
Shmt1,0.184597926325233,0.177568797736775,0.175056357005529,0.164246261534052
Ndufs1,0.190611052626992,0.169638159181867,0.180252312760592,0.155189292271424
Hal,0.161555335688479,0.169515030378027,0.173812339066811,0.169959840945793
Ahnak,0.173028327940046,0.186543395445684,0.18225349828748,0.157840166853683
Dpysl2,0.1899116711721,0.183749661338985,0.177313141642815,0.149283125911147
Rps12,0.164425053412507,0.172506201410551,0.184822035890698,0.174606604201255
Cttn,0.18866952220768,0.187650997802043,0.164684277951128,0.154973587184466
Rpn1,0.18650406007071,0.175456850761976,0.164018001896863,0.189058396478645
Vim,0.182874982379676,0.18010980054442,0.164383275993493,0.17480926882383
Cyp2c69,0.173071396369514,0.17089015208133,0.132862993240479,0.178345866481436
Fth1,0.192871605943617,0.188633347063078,0.143689081555429,0.147661299929952
Eci1,0.165432416648276,0.152956543448789,0.215484434039191,0.148328164837258
Ppib,0.166290280265378,0.157053929415319,0.182044815051001,0.180074331447072
Col6a3,0.188892386671039,0.206954272125039,0.162867757338657,0.196810683753145
Pdxk,0.159140755346282,0.162061334292196,0.194839986601059,0.16369781335882
H2ax,0.182676350741284,0.191437686519952,0.136105842936064,0.174794652822515
Qprt,0.178284549811737,0.175244070498172,0.157896260477067,0.1720789792226
Gldc,0.17131648104514,0.169948143236178,0.18651386462965,0.180458563108448
Atp5k,0.177060129745747,0.179714559599886,0.13903365922227,0.179279569241026
Blvrb,0.16703186273162,0.173808137368784,0.171524349700615,0.177633613766706
Apob,0.177457431072212,0.169516759814641,0.152264435455729,0.170426103087404
Dhrs1,0.187867645039577,0.175570954900223,0.156534155025975,0.159170054303469
Slc25a4,0.181553758955146,0.180021274217261,0.139358558986571,0.193970679415195
Hsd17b12,0.180903121206602,0.17857915502221,0.141564832914377,0.187005876194818
Agmat,0.16013736622584,0.169099482531737,0.18285767018147,0.162953347655111
Ddx5,0.17316888722099,0.172736860197005,0.151972200535673,0.168907598065038
Pcbp2,0.19322953129755,0.167460701053305,0.129657939300598,0.157635675684537
Rpl26,0.166824001655041,0.179292045744876,0.141991678815063,0.170146137318156
Ech1,0.171683575067608,0.160692634077698,0.187953480718918,0.161217350144363
Pnpo,0.183495919099951,0.179250267289288,0.175672112268943,0.159257242913321
Txnrd1,0.154829290987855,0.162781881088347,0.195355407530307,0.17306111754103
Rpl36al,0.173428758390767,0.172316965156066,0.143387577233395,0.178820427259425
Plpbp,0.169097422670827,0.176994953010146,0.198356520760435,0.183183020789807
Dlg2,0.159445775239638,0.145840596552828,0.211539724450252,0.143756285511745
Papss2,0.17101423802638,0.169627121931312,0.19037639490285,0.179406871899814
Copb2,0.156192099132462,0.152167474081679,0.179217457036187,0.167955570724965
Rps2,0.171242169157346,0.157631103174523,0.168806980655178,0.181549222107961
Mpc2,0.196964990830611,0.161692505243733,0.102630128478226,0.21561378251516
Dmgdh,0.161820003647663,0.171147573598832,0.204593039286228,0.160279196828105
Retsat,0.214587661045653,0.201626837368247,0.14665181846104,0.174089765286837
Atp1a1,0.18462864631727,0.168983071485956,0.148993172758111,0.18097624462756
Akr1c14,0.161175637425959,0.173904472750224,0.169829702314985,0.19004521981539
Dars,0.19013108644851,0.184260450949083,0.180055406615124,0.150326650329978
Rtraf,0.149367536500528,0.172303243223943,0.177657975445021,0.178131021307837
Fn1,0.207114681085482,0.194563049319226,0.165096717780177,0.213898238924763
Gcat,0.163250958531464,0.153956862598894,0.212386110086472,0.157528759526954
Aldoa,0.171542939155373,0.173709993758955,0.197746228876077,0.169710934952728
Gclc,0.168105583142793,0.165169684713815,0.173324122382799,0.158476832414974
Rgn,0.17415908816087,0.175469834510107,0.171122607614997,0.15022036997035
Cbr4,0.162236293956581,0.177735379599909,0.197489586461626,0.1745235346218
Pgm1,0.167051430618642,0.166145466994309,0.205206240392797,0.155229969648163
Slc25a13,0.174591942236932,0.165223753599734,0.159332448613723,0.176325319563222
Ywhaq,0.164442409335052,0.167939796801234,0.163212768619838,0.17266265324386
Pecr,0.171578982947247,0.173280525777527,0.188487827051116,0.158681312401253
Ndufs8,0.168555074212736,0.169500474412991,0.18282223061183,0.174223852870735
Ywhae,0.171366224735796,0.173631350477117,0.196679226407721,0.177339593310657
Oplah,0.178743133681634,0.235914409678907,0.180929013300155,0.166786979750342
Echdc3,0.162163610677228,0.160782176918591,0.183418243432404,0.172431949383286
Serpina1b,0.17517380983754,0.161143719768207,0.159628454890928,0.217742815685503
C3,0.170972996910699,0.173071316749211,0.1672446902127,0.209262462687192
Prkar2a,0.126478204023579,0.165234220424943,0.17272629004714,0.195396262496313
Fis1,0.171506300683412,0.164291537024327,0.172484676428447,0.174606616496576
Slc9a3r1,0.167180342115292,0.168165581921583,0.202275460052414,0.164923255883771
Lrp1,0.202681909298052,0.202060090332128,0.160210721945499,0.18379080498444
Rps8,0.176083557639523,0.16753305647314,0.157181892943379,0.176924470886601
H2bc23,0.18057506801911,0.172384931371017,0.166140917645804,0.168293297377645
Clpx,0.179769104697634,0.178757475339209,0.175665886041474,0.157592946619324
Tgm2,0.167529436735053,0.167623573289457,0.177326436444843,0.199417688422267
Lcp1,0.164260823333699,0.181510246234567,0.181781262932398,0.130028444549032
Tars,0.170500071725241,0.181035203276672,0.171962996961808,0.160463132067518
H2aj,0.203703307060918,0.180588794849035,0.128543017160007,0.183654300257906
Cenpv,0.167596424197603,0.196010214008283,0.165212374284842,0.16918238691519
Rpl10a,0.179839856452504,0.169244132642381,0.14975233538374,0.175650087941645
Rpl13a,0.168980774624291,0.17443168218963,0.168490560797131,0.182404243046413
Hsp90b1,0.1751080889632,0.159473246042311,0.193173100963731,0.169902225326826
Aldh2,0.18850814536241,0.199794044537941,0.189307074410165,0.155753317684665
Cs,0.173686347825506,0.16172866228839,0.162607038317232,0.181256174360464
Uox,0.169946310719926,0.164452198349752,0.212633769887963,0.144314252805096
Aifm1,0.176747566295657,0.173631700501601,0.171886211983527,0.166337468155402
Mug1,0.148247026634295,0.159511767272097,0.183230369156055,0.161476150364063
Rps26,0.167623417133734,0.180989444122789,0.118781914775921,0.185018259031194
Ewsr1,0.179079567208131,0.184979880781993,0.156403793912733,0.171211241680165
Rpl21,0.157072342836686,0.202983311457392,0.125298625448969,0.168131334482171
Cyp17a1,0.149808794766883,0.164364114876247,0.170614885270913,0.218801361014442
Pon1,0.171458533233693,0.160825633497003,0.13770263778376,0.193247230833542
Pgls,0.169240410085089,0.178580324357969,0.171762080253686,0.175286207510312
Acad11,0.180419933230787,0.172133699572632,0.160291719882405,0.180688092813804
Mt1,0.153877983325075,0.220930933820203,0.210213967626471,0.202330983117907
Matr3,0.177983356080913,0.208635141175648,0.151822630190873,0.151569142921307
Acat1,0.16658970937412,0.165325861157797,0.18879200172142,0.162931430671754
Hibadh,0.173234381941487,0.163383983088049,0.194438109533188,0.158580594056802
Rps19,0.169650338348367,0.178574278225663,0.152428889254589,0.178004966427602
Glrx3,0.170924529420048,0.172792320549853,0.18015094081427,0.183203934649653
Spr,0.166388488144227,0.165554578519101,0.194164354937754,0.158933772100123
Mtx2,0.174192580504386,0.160112707983232,0.168729911643858,0.163685904062372
Dynll2,0.158573836985451,0.156870952766635,0.226862950806811,0.167840585556338
Cyp27a1,0.1924696230546,0.176180012830093,0.16253961173793,0.178788573054364
Arg1,0.165078510593675,0.168455371977701,0.181294460808685,0.176082719142519
Dnah2,0.157793111157665,0.148727958324264,0.17831469805503,0.171192207455209
Auh,0.151798431301318,0.152986015033293,0.172841655015445,0.171502865048521
Dcxr,0.188877529289629,0.174644947320699,0.184155725234472,0.154066262113661
Rpl36,0.162094315158869,0.166590301221843,0.165323021306544,0.168149928766555
Eif4b,0.181154669874063,0.183077996757619,0.174184153994273,0.1636040222448
Ak2,0.171815245353976,0.171776637877607,0.179335011645615,0.151056395854531
Rps25,0.170578067020575,0.178223026551865,0.160752868273446,0.174026107526835
Macroh2a1,0.166975945448222,0.164530808589963,0.160261281483345,0.179703149837972
Hgd,0.175182399653812,0.164160174073597,0.207284315470514,0.156940190852752
Rdx,0.171587543657738,0.18004936178148,0.168044750483671,0.177982613813348
Aldh6a1,0.173927155278831,0.160387886441049,0.219479454003842,0.150719013108235
Glod4,0.174143104399473,0.170471795639584,0.179186755818291,0.172023471947144
Itgb1,0.161972262420303,0.183454081118914,0.159505600995505,0.184169501114455
Anxa5,0.184511420101876,0.161019734088308,0.190874597302714,0.172502686476243
Rad23b,0.171628201510389,0.173635282993297,0.196060788017998,0.168999740803788
Fabp2,0.15991288160798,0.173869015585113,0.210366486062546,0.152010239175762
Gstz1,0.177819242131999,0.170757234681637,0.204802910629214,0.16237342105614
Rpl10,0.177453889936632,0.171317128533323,0.144943594999296,0.180608305061368
Rab7,0.151076553849842,0.152258268177159,0.162877163060783,0.169188525570125
Hmgb1,0.181181090007089,0.238682961698623,0.169835122127198,0.162966457774869
Vcl,0.197370471648263,0.194722809112457,0.163577665305277,0.18572225669268
Uqcrc1,0.167442589757057,0.169318765953675,0.197094698696561,0.162754723340885
Sfxn3,0.119816087846794,0.161164108149803,0.143449332694266,0.256269371875013
Qdpr,0.173708323693089,0.166218741592306,0.21004473104044,0.15808995648818
Ybx1,0.149491527889665,0.200348028833009,0.16528660328661,0.224966313366145
Gpd2,0.170355271177163,0.18353989587806,0.122973722457887,0.189306506377078
Rmdn3,0.235089505138728,0.161594811427977,0.138829299780429,0.176925451561602
Lamp2,0.176842557500113,0.160184925616949,0.163168696118023,0.188295666123713
Npm1,0.173529971997367,0.172386477495576,0.172259619519428,0.161523339080976
Vwa8,0.164835552258968,0.149639104331217,0.164234560804678,0.212675219506752
Aldh4a1,0.172896452565456,0.164799889273167,0.208429581990666,0.153095092218759
Sod1,0.170952741010915,0.175632460325271,0.228149622986721,0.160354501420032
Bckdhb,0.158186427242536,0.171287932519777,0.198259504599844,0.168609908505665
Txndc5,0.166056406955266,0.158482517607769,0.179391809028464,0.175434939969728
Rps23,0.153124233620433,0.169544187989197,0.168071274421395,0.172481745167632
Psma6,0.173645536870326,0.164327915126014,0.17003906310102,0.175639130271354
Cdc42,0.173515282296874,0.168233931784431,0.122232545710734,0.187906047624212
Vdac1,,,,
Hnrnpd,0.170830054072883,0.169222301970426,0.186363536547335,0.170292536427533
Gstm1,0.161148336537633,0.182901169728081,0.208687711090613,0.143443417447269
Inmt,0.162400999437542,0.158489007614643,0.256306630484972,0.125511113480741
Phb,0.160872621742862,0.166685566426394,0.190596644733134,0.165716580676391
Atp5l,0.162826905312906,0.162977927911431,0.174185901886899,0.190205112839813
Gstm2,0.176089188126604,0.215548722753844,0.194167470705844,0.162497980040213
Mcm10,0.153949749113521,0.171291824548185,0.20632522849322,0.152438811167027
Dnah10,0.182959682233195,0.185890308703501,0.134560600926964,0.178022306519679
Flnb,0.16406125311197,0.199594654451257,0.169986039619767,0.172370311473149
Gatd3a,0.167689003405925,0.16909008351735,0.189789146099636,0.160229243021543
Aldh1a1,0.16412847964063,0.169910235713956,0.221534784846341,0.178310391584847
Pdzk1,0.184953958285393,0.167276720034165,0.170209451152235,0.183448429732934
Ces2a,0.172682273342371,0.158208201896554,0.21604732878814,0.158782146538517
Ddah1,0.181251896450908,0.181737111570439,0.188676030662258,0.143344040581499
Gda,0.15895081607283,0.16753909166031,0.184849739420461,0.156545380038172
Rps11,0.161609095060683,0.171562017111272,0.137006590066083,0.170967220666442
Eef1g,0.16836108890838,0.173218671501885,0.17706805285059,0.173480039497673
Abhd14b,0.162468183087434,0.169376390596639,0.19787924799325,0.157326287800266
Ddx3y,0.172205317029316,0.176881553004173,0.151214476141484,0.186338829241263
Sephs2,0.163424329997355,0.166346709134102,0.202295832658122,0.159266816477288
Sec14l4,0.1471515014193,0.156664660021979,0.181001797563408,0.166757038415937
Ugdh,0.158676354533818,0.174290854724405,0.165026453239745,0.176047531358561
Naprt,0.182980180247879,0.172640093052349,0.185910719144396,0.173660070282071
Fmo1,0.192650296623207,0.175072341629888,0.114793901848673,0.18036686934541
Aadac,0.169795834146877,0.170089503676694,0.140090528631282,0.191605798226653
Ndufa7,0.184902818986551,0.159055986468102,0.142976907744416,0.165827762572638
Acat3,0.171923502083806,0.162370491431173,0.182766735374716,0.168041387732606
Apoa4,0.169651799957162,0.151788932986461,0.23920522847135,0.287405126340645
Pcca,0.179189232981807,0.179870440879057,0.180762819861389,0.173924480193434
Clta,0.174413332682955,0.184973845536238,0.165670218409128,0.165587157658733
Gpd1,0.169651850050911,0.172272010023153,0.187330318090452,0.182978714730822
Krt8,0.171735771086988,0.183714538272641,0.185111025580893,0.152926047900158
Msn,0.209349096286079,0.242035229676906,0.181935862881425,0.178744686278073
Hmgcl,0.168633180472146,0.173901798001934,0.175493398479517,0.169930197420133
Akr1d1,0.174425792609786,0.1776272888231,0.200026904120565,0.151364953923542
Sec14l2,0.170237993163048,0.167014795493153,0.190293228750335,0.161187808651435
Arpc4,0.160214973678399,0.188790926872236,0.133628645187845,0.171401109097129
Actr3,0.171946966742669,0.167648730190656,0.202837478470158,0.160432360176603
Ddi2,0.173489056746307,0.17248192803186,0.191113162377761,0.189711360634692
Coq8a,0.14480724461109,0.16518973494951,0.178789186641086,0.164037338588922
Ugt2b5,0.17359687733366,0.158221997858684,0.130012847201715,0.187189461980242
Ap2b1,0.171620970252241,0.163039740420541,0.170318831924473,0.168871670208735
Rnh1,0.168208983001325,0.159499138071527,0.17391289016672,0.180438772277401
Pipox,0.156369047574173,0.185765902811101,0.188586318965718,0.168517095963534
Pdcd5,0.226614438551223,0.161375161405086,0.182803869873201,0.162399641031808
Nucb1,0.175382298417128,0.161594928175609,0.165337795000398,0.169541510725272
Sod2,0.17773951414731,0.166671879451463,0.189481792614859,0.156347624711952
Gsr,0.182865192186771,0.162771612001286,0.175099583803852,0.165432080404251
H2-K1,0.176276987033844,0.190708692729883,0.145546043685006,0.214440167287178
Sec31a,0.190409144449611,0.171170614886653,0.180844306591761,0.171198722327921
Ttpa,0.16173620269585,0.174083199343874,0.177678905451708,0.209227349510115
Tardbp,0.173478129552001,0.175492970103875,0.176422697545565,0.173181813050845
Etfa,0.165190115245616,0.165158540805365,0.181320793372154,0.159255463595299
Cat,0.176851248948024,0.173148816231833,0.199062805942859,0.165900663697928
Gls2,0.165069543808413,0.18240059086953,0.165502849832732,0.171252193434512
Khdrbs1,0.181360998758411,0.185320389650707,0.144049091403677,0.173200775442494
H2-Ke6,0.175882806848872,0.171859181217033,0.188079079333062,0.163512764502224
Slco1b2,0.172484453009332,0.165884556420839,0.132665719859897,0.162930314756946
Lgals9,0.190684490100044,0.169540392264502,0.150090265225347,0.184690675045749
Akr1c19,0.169972297379177,0.158872300028984,0.184890825615643,0.155949565569809
Dld,0.173953389983467,0.165599373766372,0.189323954365299,0.15229537369292
Rps13,0.172573990810763,0.165181706360817,0.144628594835162,0.176506438786986
Rps4x,0.176799466285459,0.167088796563033,0.153402650575626,0.185354776020638
Pter,0.164101257810981,0.173775088719428,0.189389773543779,0.173048258944301
Tkfc,0.172360529641692,0.163004826693646,0.203024097134364,0.163280233965718
Cyp3a41b,0.165336270994888,0.135081493295456,0.139742773447527,0.278543273018002
Ogdh,0.163333942909033,0.167050910035774,0.169312371947894,0.20714719025873
Uqcrh,0.176082705671573,0.175881255530715,0.17948774634912,0.162465594133871
Pck1,0.18174599027483,0.170031561803864,0.178325732227579,0.171530945092751
Rapgef2,0.153745078443944,0.185334038661502,0.138780670241675,0.180072294417033
Khk,0.170119436089537,0.181999992009449,0.197026154455511,0.172047377654397
Acadl,0.178625175787255,0.167624205243081,0.206644336832165,0.154971715999951
Bsg,0.173852101747911,0.170327073527945,0.171354554095747,0.184595467773714
COX2,0.159133347631877,0.163933766882325,0.132296162099031,0.205501205744459
Gdi2,0.141824016210692,0.1627599795446,0.1531791966994,0.207512890056782
Mvp,0.156090168760288,0.189661395969373,0.186163795314696,0.151787031741752
Aox3,0.161668462816379,0.180817624774115,0.162803080166757,0.173829810992372
Hsdl2,0.179470288451069,0.169778536761196,0.174092444542686,0.180260204591395
Kyat3,0.170168753325503,0.156038208435241,0.19829749077739,0.152063554599692
Cotl1,0.181988833230818,0.167288955402373,0.157239558325424,0.168842734751136
Vta1,0.16962320701481,0.162593376836897,0.189407718189045,0.1684096184181
Aco2,0.163076085646751,0.176171214540249,0.185309807269836,0.168210885449908
Hspa9,0.169104747513807,0.176431737017714,0.19283245799439,0.16564531439469
Eprs,0.164546882447489,0.179814929556076,0.165586272698127,0.179253190602337
Coro1b,0.165377147081161,0.171738644971024,0.166643513909006,0.156358816752166
Hmga1,0.171449581779602,0.181349558636147,0.149259779708277,0.171198655875893
Pkm,0.169062207691674,0.171067221682926,0.183384414225267,0.172696345523283
Cyp2a12,0.193826982897325,0.172345737060767,0.140389554204241,0.205417159631347
G3bp2,0.185341904163923,0.168414515694133,0.166510786364273,0.174373036879527
Atp5c1,0.167330589298747,0.166119370524015,0.182562227838283,0.157864010274246
Tmsb4x,0.176815819632481,0.18903327351072,0.169542062973653,0.208218846519544
Gsta4,0.174268803380302,0.170591613327672,0.193395252213474,0.156061017809876
Ndufs4,0.158687857621025,0.17766131176318,0.1701040032517,0.169430838637315
Taldo1,0.185711343073752,0.183672431383051,0.194138643049794,0.164531998708858
Hnrnpk,0.177406616005054,0.17636090955253,0.175462505422815,0.162326873414904
Vps29,0.171548405846787,0.167324221957017,0.179876844982902,0.151762117082317
Got1,0.168816511829179,0.164054810978784,0.197089334309131,0.158846159762435
Tpt1,0.177068804733268,0.195257864360084,0.200056871437968,0.171246372101923
Pbld1,0.181189850981583,0.174069211539365,0.212868400368954,0.172839714658862
Anxa6,0.163634715851063,0.159289213945481,0.184318649655444,0.16661098832158
Atp1b1,0.161441212600318,0.167794270368093,0.151467278462975,0.178133843238411
Shmt2,0.173086217434022,0.170173974425148,0.170984039251433,0.174190901399911
Rpl11,0.174493151661854,0.166028355723631,0.159626678674428,0.193109761609831
Haao,0.165767161676527,0.167141838814593,0.198638715055557,0.161982636900148
D3Z2H9,0.166972725031545,0.17093823012071,0.18241603806036,0.173780906666392
Sord,0.166577990915818,0.161843329750617,0.212160349056094,0.14971242103935
Ftcd,0.178263539782093,0.159796730891036,0.198445545390989,0.15168641504466
Ptprz1,0.149661174814962,0.188666478704111,0.193453267968919,0.16080191222746
Vdac2,0.176492457617839,0.181284490066574,0.135594421328166,0.188971756654248
Sptbn2,0.160263838954421,0.165147398548198,0.167749526801461,0.158023209896166
Rpl7a,0.176323807382453,0.16775376642506,0.149612702824558,0.170140421476495
Fdx1,0.156608776345532,0.166773232763618,0.204074783239356,0.157909938521642
Psmc3,0.16879692010971,0.177657384403556,0.186217760746502,0.173206994183274
Inpp1,0.138169825120616,0.161948521805132,0.158622574697895,0.193031449484659
Rdh16f1,0.166218068906253,0.157927653241404,0.153293837800833,0.213604523034934
P4hb,0.181848438519615,0.188469296079713,0.175762514479297,0.182731035962046
Lmna,0.178962687516566,0.189555712823343,0.167085993216206,0.168194833349247
Tex14,0.198234013566874,0.163670481647747,0.21505238492187,0.14553417847594
Tubb2a,0.166366880234936,0.159468399566312,0.172791098577291,0.172689746982285
Ugt2b1,0.172631974647331,0.168887553612305,0.15861080416734,0.189353836397901
Vdac3,0.160047871499897,0.17396191159148,0.149426292460562,0.17890321332788
Ces1f,0.174464632050167,0.161156872859037,0.189424558204012,0.159365386997495
Sfxn1,0.165060943992077,0.166489060644881,0.158447298227369,0.197598430689311
Bpnt1,0.176642660803854,0.166245016923382,0.182447259855561,0.164240445073713
Ndufb10,0.167979276193446,0.177671384212007,0.174023778375269,0.195758089159597
Abce1,0.171877330885255,0.163650911759722,0.168892678350385,0.172242613405613
Ppid,0.152538196292676,0.16780518580902,0.180728908638149,0.157503597961386
Eif6,0.164546318700227,0.151665549496562,0.187550674173102,0.162067239035533
Acox2,0.166828485799095,0.172235361148613,0.167316136500148,0.15956409823649
Cmpk1,0.173330207168593,0.174259986206078,0.178116914437608,0.171366886522505
Cbx3,0.179376349986292,0.182528935680672,0.19609258400949,0.180779189325296
Aldh3a2,0.177179114201247,0.166266790405151,0.13420490318698,0.192395305362855
Uqcrq,0.170094762615152,0.179920757564413,0.153898963460466,0.178928778810651
Hspa5,0.18033188946312,0.167738983805587,0.167004135486883,0.173756811335054
Micos13,0.161807995907389,0.164478046057606,0.136088090717671,0.181165980839141
Tmed10,0.168970911951083,0.159775304279717,0.134307998014463,0.19374701231955
A0A0A6YXW6,0.18474595601925,0.165832899782209,0.196956701864058,0.182485664291356
Hoga1,0.168901820448865,0.173533676846613,0.160091896653112,0.17276955166555
Plin2,0.187710763427359,0.185324276038217,0.18305857420663,0.158462859287788
Prkcsh,0.170185553131857,0.167687333892886,0.196878745816488,0.166981832120171
Chdh,0.168491993317519,0.168913718355762,0.162629547941844,0.154941579163479
Mdh1,0.174107679391948,0.163320813296739,0.189865254818411,0.156001718308752
Cap1,0.177909539715683,0.167463519587273,0.174149094035979,0.167681766604664
Hnrnpa0,0.175315632602806,0.190695944383502,0.188200849941677,0.161459203288606
Hspa8,0.182210441768236,0.163650590927202,0.181182331244188,0.172872798986488
Mavs,0.166181802245699,0.17103311443897,0.144945967547551,0.175685274579296
