Unnamed: 0,protein,logFC,AveExpr,t,P.Value,adj.P.Val,B,significant,mean_WT,mean_SHED,ngood_WT,ngood_SHED,sig,log(pvalue),Symbol
987,P68369,0.2200819748259799,-2.59059252519554,-5.95866368288283,8.64601419491477e-06,0.008006209144491,3.68694637342928,True,-2.70063351260853,-2.48055153778255,9,9,up,5.063184055782694,Tuba1a
380,E9PZ00,0.17156367988665977,-2.58848680475041,-5.2512877497181,4.1313733965307e-05,0.0191282588259372,2.26515163862811,True,-2.67426864469374,-2.50270496480708,9,9,up,4.383905551398536,Psap
629,P06801,0.30453076328677,-2.59866328881757,-4.92988130436432,8.55209379269014e-05,0.0237766855464537,1.5992880781708,True,-2.75092867046096,-2.44639790717419,9,9,up,4.0679275447702326,Me1
984,P68134,0.25224321341893985,-2.59441506740111,-4.84958663923184,0.0001027070649954,0.0237766855464537,1.43137447283216,True,-2.72053667411058,-2.46829346069164,9,9,up,3.988399681203267,Acta1
471,F8WIR1,0.1908981636199698,-2.59007120602812,-4.74552381365064,0.0001303094485184,0.0241333098656123,1.21295325540318,True,-2.6855202878381,-2.49462212421813,9,9,up,3.8850240931850903,Ctsd
1460,Q8VCH0,0.23464905574887984,-2.59348090052395,-4.64110939608137,0.0001655832681818,0.0255550177227296,0.992975971336285,True,-2.71080542839839,-2.47615637264951,9,9,up,3.7809835498182744,Acaa1b
168,A0A3B2W864,-0.27335106399833986,-2.59665487994454,4.4587265988579,0.0002519940776405,0.0333352165564541,0.607102846673582,True,-2.45997934794537,-2.73333041194371,9,9,down,3.598609665878276,Gm49804
717,P19639,-0.20235272213483002,-2.59111733140885,4.39940499708166,0.0002889717674623,0.0334484820837696,0.481233592181149,True,-2.48994097034144,-2.69229369247627,9,9,down,3.539144585735753,Gstm3
1701,Q9DB20,0.14327539229046993,-2.58774342137376,-4.32335605525676,0.0003444862715501,0.035443809717271,0.319675187037602,True,-2.65938111751899,-2.51610572522852,9,9,up,3.4628280808937646,Atp5o
128,A0A1W2P6F6,0.1526057544684396,-2.58839248671542,-4.13354867073471,0.0005344896865061,0.0376943304094841,-0.0841770226889604,True,-2.66469536394964,-2.5120896094812,9,9,up,3.2720606705051636,Myl6
468,F8WHU8,-0.6181228692783503,-2.64211223955794,4.58309067759787,0.000459199175406,0.0376943304094841,0.149674962420559,True,-2.33305080491877,-2.95117367419712,6,6,down,3.33799890048148,Slirp
659,P11087,-0.9599612785418201,-2.74019478364598,4.20397615627873,0.0004540662724919,0.0376943304094841,0.0657398586436226,True,-2.26021414437507,-3.22017542291689,9,9,down,3.342880755783791,Col1a1
849,P50580,0.15246379868656001,-2.58838635891995,-4.16267518533031,0.0004996279760884,0.0376943304094841,-0.0221708003650605,True,-2.66461825826323,-2.51215445957667,9,9,up,3.3013532518018005,Pa2g4
899,P60843,0.14867051479482019,-2.5882777848309,-4.10585640101268,0.0005698926843766,0.0376943304094841,-0.143133516395115,True,-2.66261304222831,-2.51394252743349,9,9,up,3.244206917960836,Eif4a1
252,A8DUK4,0.36178217163671,-2.61067563991593,-4.0355436102495,0.0006706939060491,0.041404170466767,-0.292823258553807,True,-2.79156672573429,-2.42978455409758,9,9,up,3.173475639657965,Hbb-bt
875,P56379,-0.4526677269354602,-2.62001429745463,3.98888609657999,0.0007472390225471,0.0432464584299165,-0.392129372615485,True,-2.3936804339869,-2.84634816092236,9,9,down,3.126540456325133,Atp5mpl
883,P56654,-0.28576356787321,-2.59974750893798,3.92076327950725,0.0008749333481806,0.0476581341420741,-0.53705168642982,True,-2.45686572500137,-2.74262929287458,9,9,down,3.0580250299718688,Cyp2c37
170,A0A3B2WCD8,-0.22208604611808003,-2.59127687484431,4.1556064676367,0.0010317958191064,0.0520031942682811,-0.560704871077808,False,-2.48023385178527,-2.70231989790335,6,6,down,2.986406236244353,Khsrp
836,P49935,0.18414250887925032,-2.59093740749241,-3.80397112092828,0.0011464592798075,0.0520031942682811,-0.785183063773387,False,-2.68300866193203,-2.49886615305278,9,9,up,2.9406413660269015,Ctsh
937,P62751,-0.2258440770040897,-2.59421906113906,3.80258178433127,0.0011501489670727,0.0520031942682811,-0.788131443098082,False,-2.48129702263701,-2.7071410996411,9,9,down,2.9392459062656937,Rpl23a
1027,P97501,-0.3438627570589601,-2.60798997827246,3.79174440680746,0.0011793380989567,0.0520031942682811,-0.811126789364101,False,-2.43605859974298,-2.77992135680194,9,9,down,2.9283616711885676,Fmo3
260,B1AR34,-0.4042159170758497,-2.61643403789929,3.70828832512839,0.0014301902462574,0.0529742467213774,-0.987997315951674,False,-2.41432607936136,-2.81854199643721,9,9,down,2.8446061881263853,Asgr1
579,O55125,0.18125409273925985,-2.59092567666647,-3.75292589133206,0.0012900618026874,0.0529742467213774,-0.893444872175318,False,-2.6815527230361,-2.50029863029684,9,9,up,2.889389483558757,Nipsnap1
1713,Q9DBM2,0.2661635332131502,-2.5994874376999,-3.71895924993991,0.001395376283208,0.0529742467213774,-0.965404937282462,False,-2.73256920430647,-2.46640567109332,9,9,up,2.8553086628671425,Ehhadh
1752,Q9ET01,-0.15515756101431988,-2.58913946417356,3.71980960805043,0.0013926384208979,0.0529742467213774,-0.963604258846075,False,-2.5115606836664,-2.66671824468072,9,9,down,2.856161627432897,Pygl
1685,Q9D823,-0.2300145211856699,-2.59520867778384,3.66998860934532,0.0015623851851506,0.0556449492865185,-1.06902318858739,False,-2.480201417191,-2.71021593837667,9,9,down,2.8062118877679803,Rpl37rt
727,P21614,0.13161222894847002,-2.58783138372268,-3.63036129997178,0.0017119049056592,0.0570351605167995,-1.15274726239223,False,-2.65363749819692,-2.52202526924845,9,9,up,2.7665203635458417,Gc
785,P35700,0.14309065562697976,-2.58859195259207,-3.62715480194875,0.0017246052856051,0.0570351605167995,-1.15951664940005,False,-2.66013728040556,-2.51704662477858,9,9,up,2.763310287198848,Prdx1
715,P19157,0.1867985096039999,-2.59188799199377,-3.57336265258627,0.0019521019623364,0.0602548805707848,-1.2729528278862,False,-2.68528724679577,-2.49848873719177,9,9,up,2.709497501974871,Gstp1
795,P40142,0.17070233309570026,-2.59061243986683,-3.58066738666176,0.0019195503750813,0.0602548805707848,-1.257563304995,False,-2.67596360641468,-2.50526127331898,9,9,up,2.716800486134353,Tkt
444,F6SFF5,0.2287475173643001,-2.59581493845678,-3.49890097227743,0.0023166253953252,0.0622528040614957,-1.42954015872519,False,-2.71018869713893,-2.48144117977463,9,9,up,2.635144187140564,Coq9
543,O08601,0.16475237479407,-2.59029240759237,-3.49212218920971,0.002352967756104,0.0622528040614957,-1.44376777796516,False,-2.6726685949894,-2.50791622019533,9,9,up,2.6283840241380694,Mttp
685,P14869,0.20736255287702043,-2.59394983550489,-3.51721778671107,0.0022211695011604,0.0622528040614957,-1.39107203632595,False,-2.6976311119434,-2.49026855906638,9,9,up,2.653418298448471,Rplp0
722,P20108,0.1700104633321402,-2.59065807219997,-3.53638899166293,0.0021254146427236,0.0622528040614957,-1.35077319055886,False,-2.67566330386604,-2.5056528405339,9,9,up,2.6725563317406107,Prdx3
1042,Q01149,-0.6142604813129999,-2.66200888928101,3.52321141190656,0.0021907846579589,0.0622528040614957,-1.3784770640278,False,-2.35487864862451,-2.96913912993751,9,9,down,2.6594003090921303,Col1a2
670,P12787,0.23568701617128962,-2.59747898712639,-3.43890120627135,0.002658489357763,0.0652859948049402,-1.55529535722587,False,-2.71532249521204,-2.47963547904075,9,9,up,2.5753650738768123,Cox5a
1530,Q921I1,0.28280120383008,-2.60355094715319,-3.43552720306876,0.0026791228969629,0.0652859948049402,-1.5623548820615,False,-2.74495154906823,-2.46215034523815,9,9,up,2.572007363939893,Trf
1564,Q99L20,0.15760977716049007,-2.58981338514607,-3.44775733552654,0.0026050707854949,0.0652859948049402,-1.53675907538236,False,-2.66861827372631,-2.51100849656582,9,9,up,2.58418047146919,Gstt3
1098,Q3U9N4,0.19566992891479984,-2.59309249488245,-3.40751428832004,0.0028566255792214,0.0678265458040793,-1.62091434962068,False,-2.69092745933985,-2.49525753042505,9,9,up,2.5441466793002268,Grn
1545,Q925I1,-0.19495182436941993,-2.59273270758111,3.39181309789869,0.0029611168980942,0.0685498561908809,-1.65369448288816,False,-2.4952567953964,-2.69020861976582,9,9,down,2.5285444473235894,Atad3a
1679,Q9D6M3,-0.4983772940645399,-2.63519884457507,3.37852642617915,0.0030524640668519,0.0689410177049982,-1.68140915463959,False,-2.3860101975428,-2.88438749160734,9,9,down,2.5153494398023395,Slc25a22
680,P14206,0.1530699648745899,-2.58973205041704,-3.35055762495246,0.0032538823204902,0.070655567030376,-1.73967332853463,False,-2.66626703285434,-2.51319706797975,9,9,up,2.487598157756229,Rpsa
982,P67984,0.1251582122133703,-2.58784231362619,-3.33070927412197,0.0034046689375429,0.070655567030376,-1.78095649699322,False,-2.65042141973288,-2.52526320751951,9,9,up,2.467925111530466,Rpl22
1025,P97450,0.21433932159642,-2.59539049573083,-3.33757588035435,0.0033517447885553,0.070655567030376,-1.7666806441801,False,-2.70256015652904,-2.48822083493262,9,9,up,2.4747290572081586,Atp5j
1035,P99027,0.14269987128614003,-2.58905021686223,-3.32700151725181,0.0034335858708066,0.070655567030376,-1.78866225699702,False,-2.6604001525053,-2.51770028121916,9,9,up,2.464252086830683,Rplp2
36,A0A0G2JGI9,-0.30312869241818996,-2.60709186700215,3.22703415300024,0.0043104904294163,0.0711993361002655,-1.9956488009436,False,-2.45552752079305,-2.75865621321124,9,9,down,2.3654733148341163,Agl
199,A0JNY3,-0.28480719125624976,-2.59889112881851,3.38129652830474,0.0046477050136555,0.0711993361002655,-1.89318344679881,False,-2.45648753319039,-2.74129472444664,6,6,down,2.332761444087416,Gphn
652,P10605,0.1558427680120098,-2.59033721328304,-3.15834557645106,0.0050360511860794,0.0711993361002655,-2.13692924721216,False,-2.66825859728904,-2.51241582927703,9,9,up,2.2979098644023677,Ctsb
823,P47915,-0.3860186006220099,-2.61686164896735,3.28614705747105,0.0037685717604848,0.0711993361002655,-1.8734374859232,False,-2.42385234865634,-2.80987094927835,9,9,down,2.4238232105538353,Rpl29
892,P60335,-0.15031654764245017,-2.58987837791683,3.19156300135462,0.0046714353629375,0.0711993361002655,-2.06870888002208,False,-2.51472010409561,-2.66503665173806,9,9,down,2.330549655959813,Pcbp1
900,P60867,-0.25052815681156027,-2.59928426813202,3.26802115948594,0.003927243348951,0.0711993361002655,-1.91096976926555,False,-2.47402018972624,-2.7245483465378,9,9,down,2.4059121871349354,Rps20
917,P62075,0.10912149250217995,-2.58708427604953,-3.22840015198673,0.004297148740643,0.0711993361002655,-1.99283102731766,False,-2.64164502230062,-2.53252352979844,9,9,up,2.366819613473998,Timm13
1030,P97807,0.14670667167203,-2.58939301536192,-3.27595387772563,0.0038570134959451,0.0711993361002655,-1.89455013714086,False,-2.66274635119794,-2.51603967952591,9,9,up,2.4137488415062083,Fh1
1032,P97872,-0.17048300351100032,-2.59095883083604,3.30943920642584,0.0035738557928473,0.0711993361002655,-1.82513495323202,False,-2.50571732908054,-2.67620033259154,9,9,down,2.4468629755109,Fmo5
1132,Q4LDG0,-0.17215559357881993,-2.59154530445843,3.15457572769198,0.0050791416119704,0.0711993361002655,-2.14465909580943,False,-2.50546750766902,-2.67762310124784,9,9,down,2.29420967840197,Slc27a5
1187,Q61838,0.31352040597875996,-2.61062969070953,-3.15450875734516,0.0050799103354873,0.0711993361002655,-2.14479639108848,False,-2.76738989369891,-2.45386948772015,9,9,up,2.2941439532961505,Q61838
1215,Q64433,0.15464272391385991,-2.59029040841025,-3.17888518427165,0.0048074556104427,0.0711993361002655,-2.09476904250042,False,-2.66761177036718,-2.51296904645332,9,9,up,2.3180847171214722,Hspe1
1254,Q6ZWV7,-0.46738243809065994,-2.63576153489268,3.14830858854648,0.0051515718344684,0.0711993361002655,-2.15750374483078,False,-2.40207031584735,-2.86945275393801,9,9,down,2.2880602399135745,Rpl35
1308,Q8BG05,0.14852441149536988,-2.58947085912559,-3.25437451364713,0.0040509949458482,0.0711993361002655,-1.93919348856678,False,-2.66373306487327,-2.5152086533779,9,9,up,2.3924382986558603,Hnrnpa3
1345,Q8BMS1,0.09299648739670019,-2.58629083223432,-3.19653468996596,0.0046191240767223,0.0711993361002655,-2.05848157973282,False,-2.63278907593267,-2.53979258853597,9,9,normal,2.3354403717841756,Hadha
1408,Q8K0E8,0.49632576774261006,-2.6335801168744,-3.38188262320497,0.0046423631725744,0.0711993361002655,-1.89216341006924,False,-2.88174300074571,-2.3854172330031,6,6,up,2.3332608876466883,Fgb
1435,Q8R0F8,0.19589529837102004,-2.59092050364537,-3.39542255135002,0.0045206592232119,0.0711993361002655,-1.86859970106741,False,-2.68886815283088,-2.49297285445986,6,6,up,2.3447982297621386,Fahd1
1492,Q91VR5,-0.49393068888377023,-2.61428065457411,3.91996890090254,0.0049045924361649,0.0711993361002655,-1.85364259239152,False,-2.36731531013222,-2.86124599901599,3,3,down,2.3093970759657303,Ddx1
1605,Q9CQN1,0.15321200468171003,-2.58801944547957,-3.46766856836353,0.0039234777399168,0.0711993361002655,-1.74292084772168,False,-2.66462544782042,-2.51141344313871,6,6,up,2.4063288070432116,Trap1
1650,Q9D051,0.13143942000283015,-2.58841916216513,-3.22232406882776,0.0043568044322906,0.0711993361002655,-2.00536236603629,False,-2.65413887216654,-2.52269945216371,9,9,up,2.3608319341848003,Pdhb
1678,Q9D6J6,0.17191419056737978,-2.59131417088234,-3.25643446211667,0.0040320735391278,0.0711993361002655,-1.93493502289739,False,-2.67727126616603,-2.50535707559865,9,9,up,2.394471555593742,Ndufv2
1849,Q9Z1N5,-0.17708489198074018,-2.58964194119794,3.35815139701954,0.0048636667353628,0.0711993361002655,-1.93346771683437,False,-2.50109949520757,-2.67818438718831,6,6,down,2.313036191126676,Ddx39b
