"","protein","logFC","AveExpr","t","P.Value","adj.P.Val","B","significant","mean_WT","mean_SHED","ngood_WT","ngood_SHED"
"1035","P99027",-0.14269987128614,-2.58905021686223,-3.32700151725181,0.00343358587080661,0.070655567030376,-1.78866225699702,FALSE,-2.6604001525053,-2.51770028121916,9,9
"36","A0A0G2JGI9",0.303128692418187,-2.60709186700215,3.22703415300024,0.00431049042941638,0.0711993361002655,-1.9956488009436,FALSE,-2.45552752079305,-2.75865621321124,9,9
"199","A0JNY3",0.284807191256252,-2.59889112881851,3.38129652830474,0.00464770501365556,0.0711993361002655,-1.89318344679881,FALSE,-2.45648753319039,-2.74129472444664,6,6
"652","P10605",-0.15584276801201,-2.59033721328304,-3.15834557645106,0.0050360511860794,0.0711993361002655,-2.13692924721216,FALSE,-2.66825859728904,-2.51241582927703,9,9
"823","P47915",0.386018600622012,-2.61686164896735,3.28614705747105,0.00376857176048487,0.0711993361002655,-1.8734374859232,FALSE,-2.42385234865634,-2.80987094927835,9,9
"892","P60335",0.150316547642444,-2.58987837791683,3.19156300135462,0.00467143536293759,0.0711993361002655,-2.06870888002208,FALSE,-2.51472010409561,-2.66503665173806,9,9
"900","P60867",0.250528156811552,-2.59928426813202,3.26802115948594,0.003927243348951,0.0711993361002655,-1.91096976926555,FALSE,-2.47402018972624,-2.7245483465378,9,9
"917","P62075",-0.109121492502177,-2.58708427604953,-3.22840015198673,0.00429714874064301,0.0711993361002655,-1.99283102731766,FALSE,-2.64164502230062,-2.53252352979844,9,9
"1030","P97807",-0.146706671672027,-2.58939301536192,-3.27595387772563,0.00385701349594519,0.0711993361002655,-1.89455013714086,FALSE,-2.66274635119794,-2.51603967952591,9,9
"1032","P97872",0.170483003511004,-2.59095883083604,3.30943920642584,0.00357385579284731,0.0711993361002655,-1.82513495323202,FALSE,-2.50571732908054,-2.67620033259154,9,9
"1132","Q4LDG0",0.172155593578826,-2.59154530445843,3.15457572769198,0.00507914161197041,0.0711993361002655,-2.14465909580943,FALSE,-2.50546750766902,-2.67762310124784,9,9
"1187","Q61838",-0.313520405978756,-2.61062969070953,-3.15450875734516,0.00507991033548737,0.0711993361002655,-2.14479639108848,FALSE,-2.76738989369891,-2.45386948772015,9,9
"1215","Q64433",-0.154642723913865,-2.59029040841025,-3.17888518427165,0.00480745561044279,0.0711993361002655,-2.09476904250042,FALSE,-2.66761177036718,-2.51296904645332,9,9
"1254","Q6ZWV7",0.46738243809066,-2.63576153489268,3.14830858854648,0.00515157183446846,0.0711993361002655,-2.15750374483078,FALSE,-2.40207031584735,-2.86945275393801,9,9
"1308","Q8BG05",-0.148524411495372,-2.58947085912559,-3.25437451364713,0.00405099494584827,0.0711993361002655,-1.93919348856678,FALSE,-2.66373306487327,-2.5152086533779,9,9
"1345","Q8BMS1",-0.0929964873967031,-2.58629083223432,-3.19653468996596,0.00461912407672237,0.0711993361002655,-2.05848157973282,FALSE,-2.63278907593267,-2.53979258853597,9,9
"1408","Q8K0E8",-0.496325767742606,-2.6335801168744,-3.38188262320497,0.00464236317257442,0.0711993361002655,-1.89216341006924,FALSE,-2.88174300074571,-2.3854172330031,6,6
"1435","Q8R0F8",-0.195895298371023,-2.59092050364537,-3.39542255135002,0.00452065922321195,0.0711993361002655,-1.86859970106741,FALSE,-2.68886815283088,-2.49297285445986,6,6
"1492","Q91VR5",0.493930688883771,-2.61428065457411,3.91996890090254,0.00490459243616493,0.0711993361002655,-1.85364259239152,FALSE,-2.36731531013222,-2.86124599901599,3,3
"1605","Q9CQN1",-0.153212004681711,-2.58801944547957,-3.46766856836353,0.00392347773991685,0.0711993361002655,-1.74292084772168,FALSE,-2.66462544782042,-2.51141344313871,6,6
"1650","Q9D051",-0.131439420002826,-2.58841916216513,-3.22232406882776,0.00435680443229066,0.0711993361002655,-2.00536236603629,FALSE,-2.65413887216654,-2.52269945216371,9,9
"1678","Q9D6J6",-0.171914190567386,-2.59131417088234,-3.25643446211667,0.00403207353912788,0.0711993361002655,-1.93493502289739,FALSE,-2.67727126616603,-2.50535707559865,9,9
"1849","Q9Z1N5",0.177084891980747,-2.58964194119794,3.35815139701954,0.00486366673536281,0.0711993361002655,-1.93346771683437,FALSE,-2.50109949520757,-2.67818438718831,6,6
"880","P56480",-0.131360298087274,-2.5886111544913,-3.13931575471288,0.00525726104235878,0.0715915253709445,-2.17592213243575,FALSE,-2.65429130353494,-2.52293100544766,9,9
"626","P06151",-0.21048630429905,-2.59620598947319,-3.10133848020585,0.00572730855742247,0.0745620192423626,-2.2535359288242,FALSE,-2.70144914162272,-2.49096283732367,9,9
"733","P23589",0.211725592559901,-2.59279366413071,3.28032285669065,0.00566648247366654,0.0745620192423626,-2.06894165093149,FALSE,-2.48693086785076,-2.69865646041066,6,6
"1021","P97351",0.134040659653743,-2.58873978029642,3.0959304655998,0.00579747881798068,0.0745620192423626,-2.26456561173142,FALSE,-2.52171945046955,-2.65576011012329,9,9
"1163","Q60864",-0.114529098923343,-2.58751902830312,-3.09872418200987,0.00576112614265854,0.0745620192423626,-2.25886852453912,FALSE,-2.64478357776479,-2.53025447884145,9,9
"711","P18608",0.233950276519254,-2.59907764920405,3.06914846390756,0.0061574579384609,0.0760240806801972,-2.31910203390073,FALSE,-2.48210251094443,-2.71605278746368,9,9
"1421","Q8K274",0.441875843914956,-2.62396633059922,3.24605624880326,0.00606081763065749,0.0760240806801972,-2.12857855380478,FALSE,-2.40302840864174,-2.8449042525567,6,6
"1465","Q8VCW8",-0.122043924897215,-2.58812140844554,-3.07294675284254,0.00610511649414874,0.0760240806801972,-2.31137632269492,FALSE,-2.64914337089414,-2.52709944599693,9,9
"804","P43274",0.482953215854392,-2.64259876676304,3.05259551544885,0.00639068386732467,0.0778654376466138,-2.35273620716331,FALSE,-2.40112215883584,-2.88407537469024,9,9
"144","A0A286YEB7",0.186675876410664,-2.59361200422615,2.98671405135812,0.00740658430589257,0.0803023003526578,-2.48602572075629,FALSE,-2.50027406602081,-2.68694994243148,9,9
"515","H3BLJ9",-0.1260378349663,-2.58852991587863,-3.01431249901892,0.00696331505872888,0.0803023003526578,-2.43030386537868,FALSE,-2.65154883336178,-2.52551099839548,9,9
"575","O55022",0.146491393306831,-2.58988984973044,2.98355647518039,0.00745900379550066,0.0803023003526578,-2.49239011539618,FALSE,-2.51664415307702,-2.66313554638385,9,9
"633","P07901",-0.141061986846719,-2.58964646313789,-2.98549338808295,0.00742680644571966,0.0803023003526578,-2.48848634987999,FALSE,-2.66017745656125,-2.51911546971453,9,9
"647","P09813",-0.271826489039971,-2.60544360336047,-2.98091781468849,0.00750308322071285,0.0803023003526578,-2.49770686000364,FALSE,-2.74135684788046,-2.46953035884049,9,9
"776","P32020",-0.132972003787204,-2.58908956411749,-3.00648297069396,0.00708639357967514,0.0803023003526578,-2.44612893921618,FALSE,-2.65557556601109,-2.52260356222389,9,9
"822","P47911",0.255722336704857,-2.60113288477429,3.00796642393007,0.00706291368222903,0.0803023003526578,-2.44313160831094,FALSE,-2.47327171642186,-2.72899405312672,9,9
"914","P61922",-0.158540203387933,-2.59117993295827,-2.97844617262727,0.00754460057308988,0.0803023003526578,-2.50268564220709,FALSE,-2.67045003465223,-2.5119098312643,9,9
"1252","Q6ZWN5",0.552119202348125,-2.65739807596103,3.00442443728168,0.00711910078096227,0.0803023003526578,-2.45028742350479,FALSE,-2.38133847478696,-2.93345767713509,9,9
"1276","Q7TNG8",0.112882527982107,-2.58763139645695,2.99927566302296,0.00720154758187647,0.0803023003526578,-2.46068447207461,FALSE,-2.5311901324659,-2.64407266044801,9,9
"1534","Q921X9",-0.104884971856145,-2.58711813481254,-3.01212933381094,0.00699742461025163,0.0803023003526578,-2.43471783495959,FALSE,-2.63956062074061,-2.53467564888447,9,9
"1595","Q9CQB4",-0.223977300769251,-2.59918176133063,-2.96828286855828,0.00771766060406443,0.0812108377200416,-2.5231435911422,FALSE,-2.71117041171526,-2.48719311094601,9,9
"243","A2AVJ7",0.280383168286523,-2.60746735004357,2.93020251667659,0.00840077073561098,0.0856458300410637,-2.59958304474554,FALSE,-2.46727576590031,-2.74765893418683,9,9
"1608","Q9CQR4",0.170306862393111,-2.59234065984582,2.92443994955027,0.00850908894576443,0.0856458300410637,-2.61112041243058,FALSE,-2.50718722864927,-2.67749409104238,9,9
"1693","Q9D8S5",0.219589955548188,-2.59363796725836,3.08245705980725,0.00835547829758543,0.0856458300410637,-2.41292333273076,FALSE,-2.48384298948427,-2.70343294503246,6,6
"1859","Q9Z2I9",-0.104501942458808,-2.5872313813495,-2.9281327545826,0.00843952211174264,0.0856458300410637,-2.60372788259506,FALSE,-2.6394823525789,-2.5349804101201,9,9
"1518","Q91YI0",0.0971402014513484,-2.58685116704841,2.88708003258429,0.00924463446551316,0.0910694842028211,-2.68572271604922,FALSE,-2.53828106632273,-2.63542126777408,9,9
"1684","Q9D819",-0.0963361764131632,-2.58681119979309,-2.88885784523211,0.00920828889255097,0.0910694842028211,-2.68218053087232,FALSE,-2.63497928799968,-2.53864311158651,9,9
"853","P51859",-0.181806756733063,-2.59088370512527,-3.02202464996699,0.00940626116633991,0.0916862930529553,-2.51767631607165,FALSE,-2.68178708349181,-2.49998032675874,6,6
"54","A0A0N4SV32",0.151602957706491,-2.5909375821692,2.85950901004052,0.00982624145870063,0.0928479550077222,-2.74055355411157,FALSE,-2.51513610331595,-2.66673906102244,9,9
"1344","Q8BMF4",-0.0959032386183513,-2.58678881689583,-2.86514046208215,0.00970466342910503,0.0928479550077222,-2.7293700411678,FALSE,-2.63474043620501,-2.53883719758666,9,9
"1597","Q9CQC9",-0.216460437273707,-2.59822433176139,-2.86217107465979,0.00976858884274619,0.0928479550077222,-2.73526797574502,FALSE,-2.70645455039824,-2.48999411312454,9,9
"1197","Q62261",0.356750729939112,-2.60101636761615,3.38956220823982,0.0102852679758065,0.0952415814559683,-2.42198104966261,FALSE,-2.42264100264659,-2.7793917325857,3,3
"1576","Q9CPP6",-0.208862050527084,-2.59694563784053,-2.84001545932449,0.0102584708933912,0.0952415814559683,-2.77920204078659,FALSE,-2.70137666310407,-2.49251461257699,9,9
"589","O88342",-0.106211309180217,-2.58751007594006,-2.82109535843863,0.0106953707249082,0.0980585474382676,-2.81661743447855,FALSE,-2.64061573053016,-2.53440442134995,9,9
"916","P61982",0.163987135209722,-2.59240396470337,2.79669918672977,0.0112850626886757,0.100480462016478,-2.86471911475663,FALSE,-2.51041039709851,-2.67439753230823,9,9
"1234","Q6P5E4",-0.208920295823217,-2.59342525926923,-2.93223079036858,0.0112135805157735,0.100480462016478,-2.67288470151178,FALSE,-2.69788540718084,-2.48896511135762,6,6
"1529","Q921H8",-0.0981899585802105,-2.58705692279516,-2.7983604477239,0.0112439403183283,0.100480462016478,-2.8614488047066,FALSE,-2.63615190208527,-2.53796194350506,9,9
"217","A2AFQ2",-0.137829355095978,-2.59007779845544,-2.77745585824632,0.0117720040748424,0.100934034938001,-2.90254495920395,FALSE,-2.65899247600343,-2.52116312090745,9,9
"1694","Q9D9P1",0.23147839211044,-2.5999784480039,2.78477097166767,0.0115845803205995,0.100934034938001,-2.8881781376027,FALSE,-2.48423925194868,-2.71571764405912,9,9
"1729","Q9DCT8",-0.139472361738357,-2.59007246024067,-2.77969984123193,0.0117142042240094,0.100934034938001,-2.89813939633439,FALSE,-2.65980864110985,-2.52033627937149,9,9
"1731","Q9DCW4",-0.112898521507904,-2.58804958678128,-2.78837904382321,0.0114931893877442,0.100934034938001,-2.88108638556815,FALSE,-2.64449884753523,-2.53160032602733,9,9
"1116","Q3UNX5",0.384815102946217,-2.61652303261451,2.89686057210367,0.0120160601994057,0.101861040104328,-2.73384513905114,FALSE,-2.4241154811414,-2.80893058408761,6,6
"1832","Q9WUU7",-0.156466269245931,-2.59165745636373,-2.76491314210483,0.0121001235545098,0.101861040104328,-2.92714353269446,FALSE,-2.66989059098669,-2.51342432174076,9,9
"370","E9PWK1",0.407015520903152,-2.62834337129734,2.75552288739238,0.0123514678936712,0.103040173599455,-2.94553014238066,FALSE,-2.42483561084577,-2.83185113174892,9,9
"681","P14211",-0.137842607289543,-2.59006886591864,-2.73497218472502,0.0129190204660277,0.104885585966581,-2.98568038633245,FALSE,-2.65899016956341,-2.52114756227387,9,9
"983","P68040",-0.0930412468571374,-2.58680241146287,-2.73528458229652,0.0129102098548463,0.104885585966581,-2.9850709746676,FALSE,-2.63332303489144,-2.5402817880343,9,9
"1052","Q05421",0.165662510877957,-2.59240015075502,2.73703944346485,0.0128608234436814,0.104885585966581,-2.98164713368735,FALSE,-2.50956889531604,-2.675231406194,9,9
"1403","Q8JZR0",0.237224165453656,-2.600331117354,2.73120399335821,0.013025747717232,0.104885585966581,-2.99302894435187,FALSE,-2.48171903462717,-2.71894320008083,9,9
"1861","Q9Z2U0",-0.11545242135919,-2.58676810306491,-2.84511118592677,0.0132929396857499,0.106114328870727,-2.82282194870132,FALSE,-2.6444943137445,-2.52904189238531,6,6
"583","O55143",0.381640913454967,-2.60389518424214,3.18434160655137,0.0138395996773651,0.108514432409253,-2.65536731090544,FALSE,-2.41307472751465,-2.79471564096962,3,3
"612","P01837",-0.243760319405247,-2.60349434589996,-2.70089866549963,0.0139151351300871,0.108514432409253,-3.0519751013335,FALSE,-2.72537450560258,-2.48161418619733,9,9
"1057","Q07417",-0.117310673559102,-2.58855286117624,-2.69990808498317,0.0139451592404979,0.108514432409253,-3.05389718116945,FALSE,-2.64720819795579,-2.52989752439669,9,9
"285","D3YU60",0.39960260987027,-2.62800878620196,2.68723201001857,0.0143348416734551,0.108862889027578,-3.07846679996954,FALSE,-2.42820748126682,-2.82781009113709,9,9
"649","P0DP28",-0.131389064409853,-2.5897862619019,-2.68834050962262,0.0143003561472668,0.108862889027578,-3.07632020041034,FALSE,-2.65548079410682,-2.52409172969697,9,9
"1111","Q3UIR3",0.39757295136176,-2.60730811555135,3.15990016100516,0.0143426268481259,0.108862889027578,-2.68361792186985,FALSE,-2.40852163987047,-2.80609459123223,3,3
"288","D3YUM1",-0.128009278204769,-2.5894160378761,-2.68266725138935,0.0144776857946288,0.108994610128669,-3.08730241619359,FALSE,-2.65342067697848,-2.52541139877371,9,9
"863","P53395",-0.107931399011147,-2.58792517686895,-2.67852684727454,0.0146084186909148,0.109091900869251,-3.09531106368868,FALSE,-2.64189087637452,-2.53395947736337,9,9
"632","P07724",-0.331240254233048,-2.62428183945364,-2.64862292194604,0.015586437564996,0.11037387354129,-3.15299364796785,FALSE,-2.78990196657017,-2.45866171233712,9,9
"654","P10639",-0.0919612937186735,-2.58689384262749,-2.66113128371928,0.015170023837629,0.11037387354129,-3.12890023293139,FALSE,-2.63287448948682,-2.54091319576815,9,9
"753","P27659",0.159231019868343,-2.59215759953868,2.65193858544018,0.0154750134004422,0.11037387354129,-3.14661191834195,FALSE,-2.51254208960451,-2.67177310947285,9,9
"869","P54869",-0.225084391210609,-2.60164055582339,-2.66527750941201,0.0150343358681491,0.11037387354129,-3.12090289268487,FALSE,-2.71418275142869,-2.48909836021808,9,9
"1475","Q8VEK3",0.138441662292221,-2.59048620821186,2.64779298980405,0.0156144464729039,0.11037387354129,-3.15459048659032,FALSE,-2.52126537706575,-2.65970703935797,9,9
"1512","Q91XE0",-0.139241179577177,-2.59046508972016,-2.65801423342279,0.0152727951325378,0.11037387354129,-3.13490889731611,FALSE,-2.66008567950875,-2.52084449993157,9,9
"1525","Q920A5",-0.137364867633094,-2.58822035654538,-2.76818357638335,0.0154406676757627,0.11037387354129,-2.95455199115178,FALSE,-2.65690279036193,-2.51953792272883,6,6
"242","A2AUR7",0.160639024978858,-2.59000347593713,2.74243196881667,0.0162327923947143,0.111853438895111,-2.99848705630434,FALSE,-2.5096839634477,-2.67032298842656,6,6
"441","F6RMJ1",0.477170272055836,-2.6183957216753,3.0783666734792,0.01616494520898,0.111853438895111,-2.77851587195767,FALSE,-2.37981058564738,-2.85698085770322,3,3
"876","P56382",0.166394808205914,-2.59299238933043,2.62771004682041,0.0163069268367602,0.111853438895111,-3.19316363604572,FALSE,-2.50979498522748,-2.67618979343339,9,9
"1718","Q9DC70",0.105700522166252,-2.58779598783807,2.62838203285354,0.0162832933521579,0.111853438895111,-3.19187507115459,FALSE,-2.53494572675495,-2.6406462489212,9,9
"956","P62918",0.233699238656713,-2.60120060864468,2.62145143420355,0.016528603814133,0.112540346557994,-3.20515773592246,FALSE,-2.48435098931632,-2.71805022797303,9,9
"584","O70251",-0.192012353285534,-2.59625692592641,-2.61405680529731,0.016794190789014,0.112691454134978,-3.21931235175902,FALSE,-2.69226310256918,-2.50025074928364,9,9
"1727","Q9DCS2",-0.0947540918525572,-2.5870854218987,-2.61627558276827,0.0167140799911044,0.112691454134978,-3.21506711335041,FALSE,-2.63446246782498,-2.53970837597242,9,9
"60","A0A0N4SW65",0.354850369361905,-2.6023330620266,3.02338521506698,0.0175303265731669,0.112863730553379,-2.84305881735928,FALSE,-2.42490787734564,-2.77975824670755,3,3
"194","A0A5F8MQC8",0.369510996274169,-2.6249851406642,2.609324287901,0.0169662765602689,0.112863730553379,-3.22836175133917,FALSE,-2.44022964252712,-2.80974063880129,9,9
"704","P17426",0.618387359847052,-2.64647871327509,3.01325192961602,0.0177949294393017,0.112863730553379,-2.85500072899697,FALSE,-2.33728503335156,-2.95567239319861,3,3
"824","P47955",-0.168760134196778,-2.59365006547926,-2.58906579687057,0.0177219290960476,0.112863730553379,-3.26701517495014,FALSE,-2.67803013257765,-2.50926999838087,9,9
"848","P50544",-0.131083749755914,-2.59011230810387,-2.59608263939828,0.0174566705690613,0.112863730553379,-3.25364252643325,FALSE,-2.65565418298183,-2.52457043322591,9,9
"953","P62900",0.135540063802479,-2.59026432719684,2.60429821494458,0.0171508606091333,0.112863730553379,-3.2379643465431,FALSE,-2.5224942952956,-2.65803435909808,9,9
"1102","Q3UEP4",0.319340200846605,-2.61491771226593,2.59030038719862,0.0176749836070874,0.112863730553379,-3.26466350416494,FALSE,-2.45524761184262,-2.77458781268923,9,9
"1620","Q9CR68",-0.0765277294097636,-2.58609070360051,-2.59562959601059,0.0174736832055331,0.112863730553379,-3.25450643347498,FALSE,-2.62435456830539,-2.54782683889563,9,9
"919","P62082",-0.0931923368495022,-2.58707475514681,-2.58168397580802,0.0180050880479662,0.113419806342971,-3.28106544404356,FALSE,-2.63367092357156,-2.54047858672206,9,9
"1756","Q9JHW2",-0.0955284147052663,-2.58729429764145,-2.56283058045512,0.0187477716735123,0.117300247092381,-3.31686587845368,FALSE,-2.63505850499408,-2.53953009028881,9,9
"1094","Q3U2G2",0.107815592095052,-2.58811488324645,2.55675373443447,0.0189932415884839,0.118038534972725,-3.32837901811393,FALSE,-2.53420708719893,-2.64202267929398,9,9
"124","A0A1L1SSA8",0.239409412790427,-2.60247498629982,2.53644036849131,0.0198359257303377,0.119168490999502,-3.36677097331696,FALSE,-2.48277027990461,-2.72217969269503,9,9
"604","O89023",-0.169721417146129,-2.59096349294788,-2.64696544910855,0.0195299714399285,0.119168490999502,-3.16055005763686,FALSE,-2.67582420152094,-2.50610278437482,6,6
"1290","Q80UG5",-0.254131786738314,-2.5927523810394,-2.93771764661608,0.0199041895269762,0.119168490999502,-2.94445261746401,FALSE,-2.71981827440856,-2.46568648767025,3,3
"1485","Q91V76",-0.23785627106495,-2.60558276131747,-2.538880889207,0.0197328548967559,0.119168490999502,-3.36216609318743,FALSE,-2.72451089684994,-2.48665462578499,9,9
"1703","Q9DB77",-0.110850704226043,-2.58841724312563,-2.54387284200652,0.0195235958707076,0.119168490999502,-3.35274051427372,FALSE,-2.64384259523865,-2.53299189101261,9,9
